id,title,timestamp,user,bot,minor,change,comment
1842404218,Category:Lille OSC,1731933833,Lepricavark,False,True,15,/* top */ added CatAutoTOC
1842404219,User:Bunnypranav/DeOrphan,1731933834,BunnysBot,False,False,484,Task 0.1 Update database report
1842404221,Talk:Michal Šembera,1731933834,FromCzech,False,False,13,
1842404222,Rajarhat,1731933832,Jeet Dev,False,False,136,
1842404225,Talk:KBBT,1731933835,JarrahTree,False,False,19,"Assessment (Low): banner shell, Radio Stations ([[WP:RATER#2.7.2|Rater]])"
1842404228,Wikipedia:WikiProject Deletion sorting/Organisms/archive,1731933836,AnomieBOT,True,False,141,Archiving closed XfDs from [[Wikipedia:WikiProject Deletion sorting/Organisms]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]])
1842404229,User:Omnis Scientia/List of World Series career records,1731933836,Omnis Scientia,False,False,3,/* Hits */
1842404230,Category:Limerick F.C.,1731933837,Lepricavark,False,True,15,/* top */ added CatAutoTOC
1842404231,Draft:Muck (video game),1731933837,Wikienjoyer3,False,False,-746,hmm
1842404243,2025 Indian Premier League,1731933836,PEditorS10,False,False,403,/* Support staff changes */
1842404244,Bigg Boss (Hindi TV series) season 18,1731933834,2409:40D1:8:E0E3:4D2:53FF:FE79:CDEE,False,False,162,
1842404245,Cathedral of Our Lady of Walsingham (Houston),1731933839,Rangasyd,False,False,21,removed [[Category:New Classical architecture]]; added [[Category:New Classical architecture in the United States]] using [[WP:HC|HotCat]]
1842404250,Template:Antisemitism sidebar,1731933841,Historicallibrarian,False,False,58,
1842404249,Category:Limerick W.F.C.,1731933842,Lepricavark,False,True,15,/* top */ added CatAutoTOC
1842404251,Minimum wage in Romania,1731933841,46.97.171.36,False,False,194,
1842404253,Category:Limestone Saints soccer,1731933843,Lepricavark,False,True,15,/* top */ added CatAutoTOC
1842404256,Category:Lincoln City F.C.,1731933845,Lepricavark,False,True,15,/* top */ added CatAutoTOC
1842404258,Category:Lincoln Land Community College,1731933847,Lepricavark,False,True,15,/* top */ added CatAutoTOC
1842404261,Dissimulation (KSI album),1731933845,110.174.108.36,False,False,0,
1842404263,"Cathedral Church of St. Peter (Tallahassee, Florida)",1731933849,Rangasyd,False,False,21,removed [[Category:New Classical architecture]]; added [[Category:New Classical architecture in the United States]] using [[WP:HC|HotCat]]
1842404264,Shakeel Mohamed,1731933849,OXYLYPSE,False,False,1432,Reverting edit(s) by [[Special:Contributions/102.117.161.144|102.117.161.144]] ([[User_talk:102.117.161.144|talk]]) to rev. 1250844285 by Arjayay: Unexplained content removal ([[w:en:WP:UV|UV 0.1.6]])
1842404265,Wikipedia:WikiProject Deletion sorting/Organizations,1731933846,AnomieBOT,True,False,-61,[[Wikipedia:WikiProject Deletion sorting/Organizations/archive 3|Archiving closed XfDs]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]): [[Wikipedia:Articles for deletion/Risk & Compliance Portal]]
1842404267,Category:Lincoln Lynx,1731933851,Lepricavark,False,True,15,/* top */ added CatAutoTOC
1842404271,Mahmud Barzanji revolts,1731933850,Assyrian.crusader,False,False,0,More accurate historical facts
1842404272,Template:Harish Shankar,1731933853,70.55.11.210,False,False,-24,
1842404273,Bigg Boss (Hindi TV series),1731933849,Roni0102,False,False,0,/* Series details */
1842404275,Victoria Kjær Theilvig,1731933852,209.35.162.160,False,False,0,IPA fix
1842404277,Pierieliepiepielo,1731933855,Kjell Knudde,False,False,219,Added more categories.
1842404278,Arthur Highland,1731933855,Dcw2003,False,False,1193,
1842404280,N. T. Rama Rao Jr.,1731933854,RangersRus,False,False,-3496,Cleanup unreliable [[WP:ICTFSOURCES]]
