id,title,timestamp,user,bot,minor,change,comment
1839618115,User talk:Sfar13,1731290138,Sfar13,False,False,166,/* Please stop posting citations that go to google.se & use hl=sv */ Reply
1839618116,St John Brodrick (died 1728),1731290139,Lemonpiglet,False,True,2,
1839618200,User:WP 1.0 bot/Tables/Project/Venezuela,1731290162,WP 1.0 bot,True,False,0,Copying assessment table to wiki.
1839618202,Wikipedia:Version 1.0 Editorial Team/Venezuela articles by quality log,1731290164,WP 1.0 bot,True,False,1805,Update logs for past 7 days
1839618203,2024 Pacific typhoon season,1731290156,Therealangelo1177,False,False,6,/* Tropical Depression */
1839618206,User:WP 1.0 bot/Tables/Project/Victoria,1731290165,WP 1.0 bot,True,False,0,Copying assessment table to wiki.
1839618205,Piaggio P.111,1731290166,The Bushranger,False,False,104,+ 2 categories; ±[[Category:Twin-engined piston aircraft]]→[[Category:Twin piston-engined tractor aircraft]] using [[WP:HC|HotCat]]
1839618207,Marcus Dods (musician),1731290166,EIGHTCLOUDS,False,False,62,added [[Category:Principal conductors of the BBC Concert Orchestra]] using [[WP:HC|HotCat]]
1839618208,Y. Misdaq,1731290166,Jdcooper,False,False,-14634,remove unsourced/blatantly promotional content
1839618209,Wikipedia:Version 1.0 Editorial Team/Victoria articles by quality log,1731290168,WP 1.0 bot,True,False,862,Update logs for past 7 days
1839618210,Good Loyal Thots,1731290166,4TheLuvOfFax,False,False,18,rewording
1839618215,Don Buford,1731290166,Leeapp,False,False,174,Add supporting citation for AAA hof
1839618216,Wikipedia:Articles for creation/recent,1731290168,Guessitsavis,False,False,14,Adding [[Critical itinerary of Gasparo Cairano]] to list of recent AfC creations ([[WP:AFCH|AFCH]])
1839618217,Talk:Critical itinerary of Gasparo Cairano,1731290168,Guessitsavis,False,False,110,Placing WikiProject banners ([[WP:AFCH|AFCH]])
1839618218,Talk:No Bad Songz,1731290169,Mach61,False,False,12,
1839618300,Big Four beauty pageants,1731290168,Jasper Santiago Caygill,False,False,248,/* Winners by year */I added a reliable source supporting the information about Miss Earth 2024 Jessica Lane of Australia.
1839618301,Kade Ruotolo,1731290182,Ptkday,False,False,12,/* Brazilian Jiu-Jitsu competitive summary */
1839618303,Draft:IReady (repost),1731290183,MCain0625,False,False,82,Submitting using [[WP:AFCSW|AfC-submit-wizard]]
1839618304,Max Butler,1731290183,GreenC bot,True,False,172,Rescued 2 archive links. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#cnbc.com/id/number/title]]
1839618307,Golden generation,1731290182,RainbowStar27,False,True,38,Football -> Italy
1839618308,List of stars in Scutum,1731290183,AzseicsoK,False,False,32,"Made table header ""sticky"""
1839618309,Master of Business Administration,1731290180,GreenC bot,True,False,12,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#cnbc.com/id/number/title]]
1839618311,Wikipedia:Version 1.0 Editorial Team/Vietnam articles by quality log,1731290184,WP 1.0 bot,True,False,5364,Update logs for past 7 days
1839618310,Park Byung-hyun,1731290183,Ser Amantio di Nicolao,False,True,49,/* References */ add [[Category:21st-century South Korean sportsmen]]
1839618312,Lyndon LaRouche,1731290174,Red dwarf,False,False,6,grammar
1839618317,Police Academy Stadium,1731290184,Monkbot,True,True,1,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 1);
1839618318,Maxim Demin,1731290185,GreenC bot,True,False,52,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#cnbc.com/id/number/title]]
1839618319,Park Byung-won,1731290185,Ser Amantio di Nicolao,False,True,49,/* External links */ add [[Category:21st-century South Korean sportsmen]]
1839618400,Philip Stubbs,1731290197,Jevansen,False,False,8,Moving from [[Category:16th-century male writers]] to [[Category:16th-century English male writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
1839618402,Edward Topsell,1731290197,Jevansen,False,False,8,Moving from [[Category:16th-century male writers]] to [[Category:16th-century English male writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
1839618401,Park Chang-heon,1731290197,Ser Amantio di Nicolao,False,True,49,/* External links */ add [[Category:21st-century South Korean sportsmen]]
1839618403,Alfie Oakes,1731290198,Sunuraju,False,False,273,/* Oakes Farms */
1839618405,User:WP 1.0 bot/Tables/Project/Volleyball,1731290198,WP 1.0 bot,True,False,0,Copying assessment table to wiki.
1839618409,Nathaniel Torporley,1731290198,Jevansen,False,False,8,Moving from [[Category:16th-century male writers]] to [[Category:16th-century English male writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
1839618410,Edward Renz,1731290197,Pinkpollyanna,False,True,36,Adding/removing external link(s)
