id,title,timestamp,user,bot,minor,change,comment
1839822002,Talk:John Adam (rugby league),1731337004,Cewbot,True,True,-11,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]])
1839822003,User:HHTT1/sandbox,1731337003,HHTT1,False,False,124,/* Referendums concerning municipal mergers */
1839822007,Hawaiian Sugar Planters' Association,1731337006,Rosiestep,False,False,369,/* Further reading */ adding
1839822008,Talk:November 2024 Amsterdam attacks,1731336997,Lewisguile,False,False,-7212,"[[User:Elli/OneClickArchiver|OneClickArchived]] ""Edit Request: Add mention of ""Amsterdam Pogrom"" as an alternative naming"" to [[Talk:November 2024 Amsterdam attacks/Archive 1]]"
1839822009,User:AusLondonder/XfD log,1731337001,AusLondonder,False,False,307,Logging [[Wikipedia:Categories for discussion/Log/2024 November 11#Category:Juvenile prisons in England|CfD nomination]] of [[:Category:Juvenile prisons in England]].
1839822010,Bilingual Canadian International School,1731337005,Monkbot,True,True,1,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 1);
1839822012,Tatiana Rodríguez,1731337005,200.68.172.61,False,False,-9,
1839822015,2024–25 Women's Hoofdklasse Hockey,1731337007,Max2610,False,False,-96,
1839822017,Talk:Mount Moosilauke,1731337007,Tom.Reding,False,True,-11,"[[Category:Stub-Class articles with conflicting quality ratings]]: -stub, keep Start"
1839822019,Talk:Hassan Adams,1731337007,Cewbot,True,True,-11,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]])
1839822100,Grace Lee Boggs,1731337019,Alexa0617,False,True,101,Edited to declare her BA is from Barnard College of Columbia University—- A distinct undergraduate college of which she was a proud alum.
