id,title,timestamp,user,bot,minor,change,comment
1839716918,Alexander Nicolson,1731314002,Jevansen,False,False,1,Moving from [[Category:19th-century British translators]] to [[Category:19th-century Scottish translators]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
1839717001,Loud Records,1731314022,Orlandus 426,False,False,17,
1839717003,1999 J.League Division 1,1731314019,GiofanniRahman,False,False,-265,/* Foreign players */
1839717002,User:MolecularPilot,1731314023,MolecularPilot,False,False,35,New Message (simulated automatically as part of [[WP:The Wikipedia Adventure|The Wikipedia Adventure]])
1839717004,List of awards and nominations received by Imagine Dragons,1731314019,Jolly1253,False,False,-84,/* Awards and nominations */ Updated
1839717006,User:ClueBot III/Detailed Indices/User talk:Leonidlednev/Archive 1,1731314024,ClueBot III,True,False,620,Updating detailed index for [[User talk:Leonidlednev/Archive 1]]. (BOT)
1839717009,I (2016 film),1731314024,Monkbot,True,True,1,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 1);
1839717014,Talk:Sadiq Khan,1731314027,Tom.Reding,False,True,-8,/* top */ merge blp/living/activepol params into blp=activepol; cleanup
1839717015,"Sasa, North Macedonia",1731314027,Monkbot,True,True,1,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 1);
1839717016,Timeline of ancient history,1731314026,OAbot,True,True,17,[[Wikipedia:OABOT|Open access bot]]: hdl updated in citation with #oabot.
1839717019,Military Lands and Cantonments Department,1731314029,MEOOverseer,False,True,758,/* Regional headquarters */
1839717018,"Talk:Holy War, Inc.",1731314029,PARAKANYAA,False,False,160,add wp crime
1839717100,List of European youth records in Olympic weightlifting,1731314043,Montell 74,False,False,38,/* Men */
1839717101,Buheng Rural District,1731314044,Monkbot,True,True,2,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 2);
1839717102,Talk:Justin Amash,1731314044,Tom.Reding,False,True,1,/* top */ merge blp/living/activepol params into blp=activepol; cleanup
1839717103,Nicoll Highway collapse,1731314041,ZKang123,False,False,-775,"Revert troll edits, minor ce"
1839717104,Military University Department (Czechoslovakia),1731314047,Monkbot,True,True,1,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 1);
1839717108,User:OtharLuin/sandbox6,1731314047,OtharLuin,False,False,21,/* Finances */
1839717110,Mikhail Neznamov,1731314049,Denisarona,False,True,-1,/* Trial */
1839717109,Stephen Lee (bishop),1731314048,FraterCCM,False,False,53,/* Episcopal ministry */
1839717111,Tom Homan,1731314049,Muaza Husni,False,False,38,/* Second Trump administration */ link
